PALAVRA;SENTIMENTO
recitar o poema ;  0.047
reclamar ;0
reclamar o mundo do estado ;0
reclamo ;  0.08
reclina ;0
recluso ;0
recolha de informação ;  0.979
recolher a colheita ;0
recolher a flor ;  -0.114
recolher madeira ;  0.025
recolher o dinheiro ;  -0.1
recolher o item ;0
recomendar ;  0.719
recomendação ;  0.986
recomendações ;  0.561
recomeçar ;0
recompensa ;  0.023
recompensar ;0
reconciliados ;  0.726
reconfortar ;  0.89
reconhecer ;  0.683
reconhecer o padrão ;  0.877
reconhecido ;  0.683
reconhecimento ;  0.98
reconhecimento de face ;  0.1
reconhecimento de objeto ;  -0.739
reconhecível ;  0.935
reconsiderar ;  0.846
reconstrutiva ;  0.678
recordar ;  0.111
recordação ;  0.701
recorrer ;0
recreant ;  -0.956
recrear ;  0.933
recreaçao ;  0.097
recreação popular ;  0.741
recreio ;0
recriar ;0
recruta ;0
recuar ;  -0.996
recuperar ;  0.855
recuperar a doença ;0
recuperar energia ;0
recuperar o fôlego ;0
recuperação ;0
recurso ;  -0.973
recurso de terra ;0
recurso não-renovável ;  -0.09
recursos naturais ;  0.136
recursos renováveis ;  0.032
recém-casada ;  0.151
recém-nascido ;  -0.051
recíproca ;  0.073
red oak ;  0.672
rede ;0
rede sem fio ;0
redemoinho ;  0.15
redes de esgotos ;0
redimir ;0
redonda branca ;  0.905
redondeza ;0
redondo ;  0.128
redundantes ;0
reduviid ;  -0.773
reduzido ;  -0.978
reduzir ;  -0.294
reduzir a fome ;  0.882
reduzir a poluição ;  0.107
reduzir a temperatura ;  0.413
reduzir o ;  -0.713
reduzir o stress ;  0.939
reduzir o tamanho ;  0.887
reduzir pela metade ;  0.743
reduzir peso ;0
redução ;  -0.129
redução de pessoal ;  0.953
redução do estresse ;  0.846
reed mace ;  0.656
reedmace ;  0.656
reembolso ;  -0.065
reencaminhadas ;  -0.909
refazer ;  -0.031
refeição ;  0.044
refeição de calor ;  0.905
refeição de ordem ;  0.164
refeição de temporada ;  0.061
refeição do jantar ;  0.937
refeição quente ;  0.206
refeição rápida ;  -0.633
refeição servida ;  0.751
referente ;  0.904
referir ;  0.874
referência ;0
referência de tempo ;  0.066
refil ;  0.022
refilona ;  -0.827
refinado ;  0.614
refinar ;  -0.972
refinação ;  0.783
refletem a luz ;  -0.034
refletir ;  -0.061
refletir a água ;0
refletir imagem ;0
refletor ;0
reflexivo ;0
reflexão ;0
reformador ;  -0.715
reformar ;  0.7
reforçador negativo ;  0.583
reforçador positivo ;  0.583
reforçar ;  0.846
reforçar o concreto ;0
reforço ;  0.244
reforço positivo ;  0.347
refrear ;  0.713
refrescar ;  0.843
refrescar a memória ;  0.107
refresco ;  0.601
refresque-se ;  0.305
refrigerador ;0
refrigerante ;  0.098
refrigerante popular ;  0.045
refrigerar ;  -0.063
refugiar ;  0.798
refulgência ;  0.65
refutação ;  -0.958
refutável ;  0.906
refém ;  -0.914
refúgio ;0
regal ;  0.091
regalar ;0
regalia ;  0.844
regalo ;  0.57
regem a pessoa ;  -0.051
regenarate ;0
regeneração ;  0.936
reger ;0
regime ;  0.032
regimento e ;  0.858
regimes políticos ;  0.045
registrar ;  -0.722
registrar a classe ;  0.894
registrar a história ;  0.028
registrar voto ;0
registro ;0
registro de dados ;  0.028
registro de loja ;0
registro público de olhar de tribunal ;  -0.029
região ;  0.034
regojizar ;  0.704
regozijando-se ;  0.723
regozijar-se ;  0.815
regozijo ;  0.767
regra de ;  -0.044
regra de conhecimento ;  -0.052
regra de futebol ;  0.21
regra de pausa ;  -0.931
regra de tráfego ;  0.038
regras ;0
regulamentação ;  -0.706
regulamentos ;  0.038
regular ;0
regularizar ;  -0.91
regularmente ;0
regulação ;  0.667
rei ;  0.044
rei do xadrez ;0
rei rainha ;  0.057
reimposition ;  -0.706
reino ;  0.052
reintroduzir o ;  0.649
reivindicatória ;  0.579
rejeitar ;  -0.069
rejeitar o envolvimento ;  -0.773
rejeição ;  -0.755
rejuvenescer ;  0.997
rejuvenescimento ;  0.715
relacionamento de longa distância ;  -0.853
relacionar a música ;  0.244
relacionar a pessoa ;0
relance ;0
relatar notícias ;0
relatório ;  -0.702
relatório de negócios ;0
relaxa amigo ;  0.041
relaxa o músculo ;  0.997
relaxe ;  0.838
relaxe a mente ;  0.741
relação ;  -0.796
relação familiar ;  0.732
relação sexual ;  0.722
relegar ;0
relevante ;0
relevância ;0
religiosa ;  0.047
religiosa oficial ;  0.035
religioso ;  0.889
religião ;0
religião mundial ;0
relinchar ;  0.027
relutante ;0
relutância ;  -0.638
reluzir ;  -0.663
relva ;0
relva de semente ;  0.993
relva dos caminhos ;  -0.868
relva dos caminhos de madeira ;  -0.766
relâmpago ;0
relógio ;  0.044
relógio de cristal ;  -0.587
relógio de desporto ;  0.567
relógio de propaganda ;  -0.067
relógio de vento ;  -0.117
relógio do divertimento ;  0.106
relógio para fora ;  -0.046
relógio pássaro ;  -0.104
relógio relógio ;  -0.072
relógio suíço ;0
remendada ;  -0.983
remessa ;  -0.054
remetente ;0
remindful ;0
reminiscência ;  0.76
remitente ;  -0.978
remição ;  0.392
remorso ;  -0.757
remova o parafuso ;0
removedor de grampos ;  0.044
remover a lasca ;  -0.088
remover a placa bacteriana ;  -0.051
remover a sujeira ;  0.024
remover a tinta ;  -0.045
remover as roupas ;  -0.076
remover mancha ;  0.73
remover o cabelo ;0
remover o calor ;  0.196
remover o corpo de sujeira ;  0.075
remover o dente ;0
remoção ;0
remoção forçada ;0
remuneradores ;  0.521
remunerados ;  0.521
remuneração ;  -0.03
remuneração do trabalho ;  -0.053
remédio ;0
remédio que cura tudo ;  -0.552
rena ;0
renascente ;  0.673
rend a pagar ;0
rend a vídeo ;  0.071
rendendo ;  0.625
render-se ;  -0.38
rendibilidade ;  -0.621
rendimento ;  0.939
rendimentos ;  -0.045
rendoso ;  0.998
renegar a mesmo ;  -0.623
renomado ;0
renome ;  0.874
renova energia ;  0.884
renovada ;  0.673
rentabilizar o ;  0.886
rentless ;  -0.891
renunciant ;  0.682
renunciative ;  0.682
renúncia ;  -0.92
reparar ;  -0.564
reparação ;  0.035
reparação de automóveis ;  -0.045
reparação de roupas ;  -0.071
reparo da motocicleta ;0
repartir ;  0.77
repelente ;  -0.089
repelente de insetos ;  0.03
repelindo ;  -0.089
repensei ;  -0.798
repentantly ;  -0.848
repetidamente ;0
repetitivo ;  -0.909
repetição ;0
repita a ação ;0
repitir ;  -0.1
replicar ;0
replicação ;  -0.916
repor ;  0.635
repor energia ;  0.796
reposição ;  0.72
reposteiro ;0
repousante ;  0.159
repouso ;  0.701
repreendendo ;  -0.864
repreender ;  -0.725
repreensão ;  -0.99
reprehension ;  -0.66
represar ;  -0.03
representante ;  0.939
representante da cidade ;  0.984
representar ;0
representar a idéia ;  0.827
representação concreta ;  0.693
representação gráfica ;  0.031
representação interna ;  0.693
representação mental ;  0.693
representação visual ;0
reprimenda ;  -0.69
reprimido ;  -0.725
reprodutibilidade ;  -0.922
reproduzir ;  0.793
reproduzir música ;  0.681
reprodução ;  0.77
reprodução assexuada ;  -0.778
reprovadoras ;  -0.74
reproval ;  -0.599
reprovar ;  -0.99
republicano ;0
repugnante ;0
repugnantemente ;  -0.089
repugnar ;  -0.089
repulsivo ;0
reputação ;  0.728
repórter ;  0.788
repórter de notícias ;  -0.066
república ;0
república popular da china ;  0.039
requeijão ;  0.043
requer assinatura ;0
requer eletricidade ;  0.066
requerer ;0
requisito ;0
rerested ;  0.516
resenha ;0
reserva ;  0.853
reserva de livro ;  -0.102
reserva on-line ;0
reservar ;  0.806
reservar hotel ;0
reservas ;0
reservatório ;  -0.03
resfriado ;0
resgatar ;0
resgatar tesouros ;0
residência ;  -0.059
resignadamente ;  -0.786
resiliente ;0
resistente ;  -0.698
resistente à ;  -0.973
resister passivo ;0
resistir ;  -0.054
resistivo ;  -0.698
resistência ;  -0.086
resistência física ;0
resistência à tração ;0
resistência à água ;0
resitence ;0
resmungar ;0
resmunguice ;  -0.598
resole ;  0.739
resoluto ;  0.518
resolução ;  -0.081
resolução de conflitos ;0
resolvam os problemas ;0
resolver ;0
resolver a disputa ;  0.533
resolver a equação ;  -0.165
resolver o argumento ;  0.973
resolver o caso ;0
resolver o desacordo ;  -0.055
resolver o mistério ;  -0.102
resolver o problema ;  -0.066
resolver quebra-cabeças ;  -0.091
respeitabilidade ;  0.66
respeitado ;  0.991
respeitar a autoridade ;  0.822
respeitar a natureza ;  0.107
respeitar o direito ;  0.818
respeito ;  0.859
respeitoso ;  0.958
respeitável ;0
respingo ;  0.986
respingos de água ;0
respira fundo ;  -0.082
respiradouro ;  0.916
respirar ;0
respirar debaixo d'água ;  0.82
respirar o ar ;0
respirar pesadamente ;0
respirar pesado ;0
respirar suspiro de alívio ;  -0.077
respirava ;  -0.998
respiração ;0
respiração de ar ;  0.917
respiração de falta ;  -0.11
respiração fortemente ;  0.756
respiração pesada ;0
respire forte ;0
respire fundo ;0
respire rápido ;0
respirável ;0
resplandecente ;  0.75
responda de volta ;  -0.067
respondendo a pergunta ;  -0.112
responder ;  0.721
responder a pergunta ;  0.929
responder que sim ;  -0.025
responsabilidade ;0
responsabilidade de ombro ;  -0.13
responsabilidade limitada ;  0.628
responsável ;  0.806
resposta ;  0.877
resposta de convite ;  -0.475
resposta de matemática ;0
resposta emocional ;  -0.056
resposta emocional condicionada ;  0.708
resposta errada ;  -0.941
ressaca ;0
ressaibo ;  0.112
ressaltar ;0
ressalto de bola ;0
ressentimento ;  -0.962
ressonante ;  0.709
ressurgente ;  0.673
ressurgir ;  -0.05
ressuscitada ;  0.673
ressuscitado ;0
restar ;  0.829
restaurador ;  0.843
restaurante ;  0.078
restaurante barato ;  -0.983
restaurante de fast food ;  0.966
restaurante de sushi ;0
restaurante espanhol ;  0.039
restaurante francês ;  0.053
restaurante italiano ;  0.068
restaurante mexicano ;0
restaurar ;  0.635
restaurar a energia ;  0.635
restauração ;  0.101
restauração física ;  0.641
restinga ;0
resto ;  -0.927
resto de mau ;  -0.976
resto de relaxamento ;  0.135
resto de tempo ;  0.319
resto do grupo ;  0.099
restos mortais ;  -0.958
restringir ;0
restringir a liberdade ;  -0.205
restringir o acesso ;  0.051
restrição ;  -0.065
resultado ;  -0.768
resultado indesejado ;  -0.939
resultar ;  0.88
resumir ;  -0.046
resvalar ;  -0.813
resíduo de ;  0.059
resíduos ;0
resíduos corporais ;0
resíduos de papel ;  -0.952
resíduos tóxicos ;  -0.058
reta ;  -0.041
retaliação ;  -0.753
retangular ;  0.037
retardado ;0
retenção ;  0.105
reter ;  -0.99
reter a água ;0
reter líquido ;0
reticente ;  -0.942
reticentes ;  -0.998
retificar ;  -0.889
retinopatia ;  0.621
retirada ;  -0.93
retirada militar ;  -0.375
retiram-se para baixo ;  -0.976
retire a pele ;0
retire o pano ;  0.714
retire os sapatos ;  0.907
retornar o trabalho ;  0.229
retorno de investimento ;  0.865
retorno de mercadorias ;  -0.065
retraia ;  0.92
retral ;  -0.861
retrato ;  0.031
retrato de família ;  0.901
retribuir ;0
retributiva ;  -0.753
retributory ;  -0.753
retriever ;  0.034
retroalimentação ;  -0.058
retrocede ;  -0.375
retrograde ;  -0.861
retrogress ;  -0.771
retângulo ;0
retórica ;0
reunir ;0
reunir a baga ;  -0.092
reunir a equipe ;  0.983
reunir a pessoa ;  0.097
reunir informações ;  0.83
reunir o amigo ;  0.171
reunir o kindle ;  0.215
reunir provas ;  -0.069
reunião ;  0.161
reunião de estudantes ;  0.669
reunião de família ;  0.856
reunião de grupo ;0
reunião pública ;  0.076
reutilizador ;  -0.736
reutilização de óleo ;  -0.98
revelar ;  0.795
revelar a verdade ;  0.698
revelação ;  -0.026
rever ;  -0.175
reverenciar ;  0.968
reverente ;  0.889
reversão ;  0.898
reversível ;  0.896
reverência ;  0.604
revestimento ;  0.583
revestimento de paredes ;  -0.587
revigorado ;  0.516
revigorante ;  0.843
revista ;0
revista pornô ;0
revistas de anime e mangá ;0
revitalizada ;  0.673
revitalizar-se oneself ;0
revitalização ;  0.669
revivido ;  0.673
revogar ;  -0.654
revoltado ;  -0.139
revoltar-se ;  0.042
revoltoso ;  -0.964
revolução ;  0.936
revulsão ;  -0.977
revés ;  -0.976
revólver ;0
revóvel ;0
reza ;  0.638
rezar ;0
rhinostenosis ;  -0.815
ribanceira ;0
ribeiro ;  0.728
ribombo ;  -0.7
rico ;  0.757
ridgeback ;  -0.826
ridículo ;  -0.5
riffle ;  0.969
rifle ;  0.846
rigidez do pescoço ;  -0.914
rigor ;  -0.05
rim ;0
rima ;  0.956
ringue de hóquei ;  -0.056
rio ;0
rio de fluxo ;0
rio de ford ;0
rio lago ;0
rio pequeno ;0
rio ponte ;  -0.045
rio yellowstone ;  -0.031
riot act ;  0.662
riqueza ;  0.581
riquezas ;  0.068
rir ;  0.793
rir de piada ;  0.786
rir de si mesmo ;  0.749
rir do sorriso ;  0.759
rir em voz alta ;  -0.059
rir muito ;  0.817
rir palhaço ;  -0.135
riria ;  -0.167
risada ;  0.695
risca de giz ;  0.076
riscar o ;  0.867
risco ;  -0.806
riso ;  0.806
risos ;  0.78
ritmo de sentido ;  0.318
ritmo lento ;  0.705
rito ;  0.807
ritonavir ;  -0.818
ritual ;0
ritz ;  -0.818
rival ;0
roadless ;0
robalo ;0
robert wilhelm bunsen ;  0.032
robustious ;  -0.642
robusto ;0
robótica ;  0.805
robô do futuro ;  0.065
roc ;  -0.651
rocha ;  0.129
rocha para fora ;  0.837
rochedo ;  0.053
rocio ;  0.025
rock and roll ;  0.061
rock band ;  0.927
rockfoil ;  -0.855
roda ;0
roda-gigante ;  0.086
roda de boi ;  0.041
roda de carro ;  -0.041
rodar ;  0.277
rode a calculadora ;  -0.048
rodear ;0
rodeio ;  0.817
rodopiar ;  0.15
rodovia nacional ;  0.042
roedores ;  -0.12
roer ;  -0.221
rojão ;  -0.026
rolagem ;  0.022
rolar ;  0.081
rolar a bola ;  -0.172
rolar para baixo ;  -0.118
roldana ;0
role-play ;  0.985
rollerblade ;  0.05
rolling stone ;  0.241
rolo ;  -0.038
rolo compressor ;  -0.98
rolo de cabelo ;0
rolo de café ;  -0.843
rolo de café quente ;  -0.961
rolo de pedra ;  0.753
rolou ;  0.612
roly-poly ;0
roma ;0
roma antiga ;  -0.038
roman ;0
romance ;  0.036
romance romance ;  0.776
romaria ;0
rombo ;0
romeu e julieta ;  0.713
romper ;  -0.801
romper do dia ;  -0.048
romântico ;  0.99
romã ;0
romã nativo ;  -0.573
roncar ;  -0.159
ronronar de gato ;  0.717
rootbound ;  0.59
rosa ;0
rosa-de-bochecha ;  0.857
rosa amarela ;0
rosa de mus ;  -0.714
rosa vermelha ;  0.75
rosado ;  0.857
roseta ;  -0.699
rosilla ;  -0.767
rosita ;  -0.902
rosnado ;  -0.084
rosnar ;  -0.605
rosto ;  0.926
rosto de coisas ;0
rosto de outro ;  -0.087
rosto incomum ;  -0.085
rota do plano ;  -0.084
rotação ;  0.957
rote ;  -0.062
rotina ;  0.544
rotina diária ;0
rotular ;0
rotundo ;  -0.915
roubar ;  -0.82
roubar a loja ;  -0.121
roubar a pintura ;  -0.045
roubar banco ;  -0.805
roubar carro ;  -0.079
roubar dinheiro ;0
roubar o cliente ;  -0.927
roubar o documento ;  -0.914
roubei a idéia ;  -0.914
roubo ;  -0.911
roubou bens ;  -0.931
rouca ;  -0.937
roughhewn ;  -0.805
roughish ;  -0.774
roughshod ;  -0.91
roulotte ;  0.027
roundedal ;  0.969
roupa de baixo ;0
roupa de homem ;  0.802
roupa de mulher ;  0.053
roupa formal ;  0.867
roupa interior de senhora ;  0.861
roupa interior limpa ;  0.998
roupa lavada ;0
roupa suja ;  0.02
roupa íntima ;  0.993
roupas bonitas ;  0.928
roupas confortáveis ;  0.303
roupas de artigo ;0
roupas de inverno ;  0.053
roupas de item ;  0.053
roupas de mulher ;  0.053
roupas esportivas ;  -0.684
roupas extravagantes ;  0.867
roupas limpas ;0
roupas menina ;  0.053
roupas molhadas ;  0.899
roupas quentes ;0
roupas secas ;  -0.069
roupas sexy ;  0.728
roupas velhas ;0
roupão de banho ;  0.782
rouxinol ;  0.039
rover ;  0.052
roxo ;  0.591
roxo real ;  0.591
royal ;  0.059
royal flush ;0
roçar ;  0.888
rua ;0
rua cidade ;0
rua da cidade ;0
rua de nome ;  -0.036
rua larga ;  0.078
rua movimentada ;  0.035
rubberneck ;  -0.653
rubi ;  0.418
rubicundo ;0
ruborizar ;  -0.093
ruckle ;  -0.694
ruddy ;0
rude ;  -0.748
rudemente ;  0.049
rudeza ;  0.814
rudolf diesel ;0
ruela ;  0.749
ruff ;  0.022
rufião ;  -0.896
rugindo ;  -0.914
rugir ;  0.775
ruidosamente ;  -0.95
ruidoso ;  -0.444
rum ;  -0.044
ruma ;  -0.05
rumble ;  -0.941
ruminativa ;  0.877
rumo ;  0.078
rumormonger ;  -0.804
ruptura construtiva ;  -0.106
ruptura parcial ;  -0.106
rupturewort ;  -0.725
ruthful ;  -0.884
ruthfulness ;  -0.894
ruído ;  -0.038
ruído alto ;0
ruído de boca ;0
ruído do sino ;  0.02
ruído humano ;  0.078
ruído melódico ;  0.104
ruína ;  -0.972
ruínas ;0
ruínas de almoço ;  -0.981
ruínas de jantar ;  -0.981
ruínas de refeição ;  -0.981
rádio ;  0.064
rápida ;  0.822
rápido ;  0.825
rápido esporte ;  0.047
rápido ritmo ;  -0.633
ráz de maré ;  0.02
réplica ;  -0.078
réprobo ;  -0.759
réptil ;0
réu ;  -0.064
rígida ;0
ríspido ;  -0.937
rítmico ;  0.109
rótulo ;0
rótulo autoadesivo ;  0.992
sabe ;  0.941
sabe a história ;  -0.082
sabe a regra ;  -0.052
sabe a resposta ;0
sabe bem ;  0.022
sabe coisas ;  -0.052
sabe como dirigir ;  -0.072
sabe como se soletra ;0
sabe iniciar ;0
sabe mostrar ;  -0.063
sabe o assunto ;  0.974
sabe o mundo ;  0.022
sabe saudável ;  -0.075
